[11.20.22|16,25,36] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,37] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,39] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,40] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,41] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,43] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,44] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,45] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,46] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,48] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,49] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,50] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,51] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,53] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,54] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,55] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,56] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,58] 	mean_loss, 1.0986127853393555
[11.20.22|16,25,59] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,00] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,02] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,03] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,04] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,05] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,07] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,08] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,09] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,10] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,12] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,13] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,14] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,16] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,17] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,18] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,19] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,21] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,22] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,23] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,24] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,26] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,27] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,28] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,29] 	mean_loss, 1.0986127853393555
